DetailedPOS_N-Gram,Frequency
NNC CCP NNC LM VBTS,13
VBTS DTC NNC LM,13
NNC LM VBAF CCT NNC CCB,13
NNC CCP CCR PMS,13
DTCP NNC LM VBTR_CCP,13
DTC NNC CCP VBTS CCT,13
DTC NNC LM PRI_CCP,13
DTP NNP NNP CCT PRI_CCP,13
CCT CCT NNC CCB NNC_PMC,13
JJD CCP NNC CCP VBH,13
PMS NNP CCP DTP,13
VBTS CCP NNC CCT,13
NNP CCB NNP LM VBAF,13
NNC CCB NNC CCA NNC_PMP,13
NNP DTC JJD_CCP NNC,13
NNP CCP VBTS NNC,13
DTCP NNC CCR CCT,13
CCB DTCP JJD_CCP NNC CCP,13
DTC NNC CCB NNC LM VBTF,13
DTC NNC CCB NNC_CCP NNC,13
FW FW CCT NNC CCB,13
PRSP_CCP NNC CCT NNC CCB NNC,13
PRS CCP DTC DTCP,13
CCA DTC NNC_CCP,13
NNC CCB NNC CCT NNP LM,13
NNC CCP VBTR CCB NNC CCB,13
CCB DTCP NNP CCT NNP,13
VBTR CCT NNC CCA,13
VBTS DTP NNP DTC PRSP_CCP NNC,13
PRS_CCP NNC CCT,13
NNC CCB CDB NNP,13
DTCP JJD_CCP NNP,13
JJD_CCP NNC CCA NNC CCB,13
DTC DTCP JJD_CCP NNC CCT,13
NNC CCB PRI_CCP JJD_CCP NNC,13
CCP CCR PMS NNC CCB,13
PRI_CCP NNC_PMP_PMS,13
NNC CCA DTCP NNC CCP,13
NNC CCT NNC CCB CCR,13
DTC JJD CCP NNP,13
CCT DTCP NNC CCB NNP_PMP,13
NNC CCP NNC CCT NNP,13
LM VBOF CCB NNC,13
CCB NNP_CCP NNP CCB NNP CCP DTP,13
CCB NNC CCP VBOF DTC,13
JJN_CCP NNC CCB NNP NNP,13
DTCP NNC RBL CCT DTCP,13
CCT PRI_CCP DTCP NNC,13
VBTF CCP NNC_PMC,13
VBTS CCP NNC_PMP,13
VBTR DTC PRI_CCP,13
CCT PRI_CCP NNC CCT CCT,13
CCB NNP CCP DTP NNP NNP CCT,13
NNC CCB NNP CCT NNP NNP,13
DTCP NNC RBW_CCP NNP,13
NNP CCP DTC JJD_CCP,13
NNC CCB DTCP NNC RBL,13
VBOF CCB NNC DTC NNC,13
NNC CCB JJD_CCP DTCP,13
NNC CCP NNP_PMC,13
NNP DTC JJN_CCP NNC,13
CCB NNP_CCP NNP LM,13
LM VBTR DTC NNC,13
NNC LM VBTR DTC,13
CCT PRSP_CCP NNC CCT NNC CCB,13
PRSP_CCP NNC LM VBTR,13
LM VBTS DTP NNP NNP,13
NNP NNP LM PRI_CCP,13
CCP VBAF CCT PRI_CCP,13
NNC CCT JJN_CCP NNC CCB,13
LM VBTS CCP VBTF,13
LM RBL JJD CCB,13
LM VBTS CCP DTC PRSP_CCP,13
RBF VBTR_CCP NNC,13
LM RBF VBTR_VBAF,13
CCB NNP_CCP NNP_PMC,13
CCB NNC RBW CCT,13
VBTS DTC DTCP NNC CCT,13
NNC CCP DTC NNC LM VBTS,13
JJC_CCP NNC CCB,13
CCR DTC DTCP NNC LM,13
CCB JJC_CCP NNC,13
CCB NNC CCP VBH NNC,13
DTCP NNC DTC VBTR,13
VBTS CCB DTCP JJD_CCP,13
LM VBAF RBL CCT,13
NNC CCB NNPA LM VBTS,13
VBTS RBI DTP NNP CCP DTC,13
PRO LM VBTR_VBAF,13
FW LM VBTR CCP,13
CCT DTCP NNC CCP DTC,13
VBOF DTP NNP CCP,13
DTCP NNC CCP VBH NNC CCT,13
VBTR CCT NNC CCB DTCP,13
LM VBH NNC_CCP,13
VBTS RBW_CCP NNP_PMC,13
LM VBAF RBW_CCP,13
CCT NNC CCB NNC CCB NNC CCP,13
LM RBM VBAF CCT,13
LM VBTS RBI CCP,13
JJD_CCP NNC CCA DTC,13
PRI_CCP NNC JJD,13
VBTS CCB NNP CCT,13
CCB NNPA CCP DTP NNP NNP LM,13
VBS DTP NNP NNP_PMP,13
DTC NNC CCB NNC PMS,13
VBW DTC JJD CCP,13
NNC CCP DTCP NNC CCT,13
LM VBTS CCT NNP CCB NNP,13
RBL CCT NNP CCP,13
CCP VBTS RBW_CCP JJN PMS,13
DTCP NNC CCA VBW,13
JJD CCT NNP CCB,13
VBW PMS NNC CCB NNC,13
LM VBTS CCP VBH,13
NNC CCT DTCP VBTS,13
CCR DTC NNC CCB,13
CCB NNC RBW DTC,13
VBTS CCT NNP CCA,13
RBW DTC NNC CCB NNC,13
NNC DTC DTCP NNC CCP,13
NNC CCP VBW DTC,13
NNP NNP LM VBTS DTC NNC,13
CCT NNC CCB RBF,13
JJD CCP NNC RBW,13
CCT NNC CCB NNC DTP,13
CCP NNC CCB NNPA,13
CCT CCT CCB DTCP NNC,13
CCP NNC CCB NNP CCT,13
RBW CCT NNC CCB NNC,13
CCT NNC CCB NNC CCA NNC,13
CCP DTP NNP NNP CCT NNC,13
NNC CCT DTCP NNP,13
NNP CCT CCT PRSP_CCP,13
NNC CCT NNP NNP CCB,13
JJD_CCP NNP_PMC,13
CCB JJCS_JJD CCP,13
CCP VBTS RBW_CCP JJN,13
DTC NNC PMS JJD,13
VBTS CCT PRI_CCP NNC CCP,13
NNPA CCP DTC NNC,13
DTC JJCS_JJD CCP NNC CCT,13
NNC RBL CCT NNC_CCP,13
CCP PRI_CCP NNC CCB,13
JJD_CCP VBTS CCT,13
JJD CCB DTCP NNC CCB,13
CCB DTCP NNC DTP,13
VBTS RBW_CCP JJN PMS CDB CCB,13
NNC CCT NNC CCP DTP NNP,13
CCB JJD_CCP NNC CCB NNC CCT,13
NNC CCP PRP LM,13
VBTS RBI CCB NNC CCT,13
DTC NNC CCB NNP LM VBTS CCB,13
CCT DTCP VBTR_VBAF,13
LM RBF RBI VBTS,13
DTCP NNC LM VBTS CCB NNC,13
VBTS CCT NNC CCB PRI_CCP,13
LM VBN_CCP NNC CCT,13
DTC DTCP NNP_CCP,13
CCB NNC CCT NNP CCT,13
CCB NNC LM DTC,13
RBW CDB CCP NNC,13
NNC CCB JJN_CCP NNC_PMP,13
NNC CCB NNC CCT NNC CCP,13
CCP DTP NNP NNP_PMS,13
CCT PRI CCB DTCP NNC,13
DTC DTCP NNC LM RBD,13
NNC CCP VBTR CCT NNC CCB,13
CCT NNC CCB JJN_CCP NNC_PMP,13
DTC JJN PMS CDB CCP,13
NNC CCB JJD_CCP NNC CCB NNP,13
DTCP JJD_CCP NNC_CCP,13
NNP NNP LM VBTS CCB NNC CCT,13
PMS CDB NNC CCB,13
DTP NNP CCP_PMS,13
CCT RBW_CCP NNC CCB,13
DTC NNC CCA VBTS,13
LM RBF VBTF CCT,13
VBTF CCB PRI_CCP,13
PRI_CCP JJD_CCP NNC_PMC,13
CCP NNC CCB JJD_CCP,13
VBTR DTC NNC CCT,13
CCB DTCP NNC CCP JJD,13
NNC CCA CCT DTCP,13
JJD_CCP NNC CCA DTCP,13
NNP NNPA LM VBTS,13
NNPA LM VBTS CCP,13
CCT NNP CCB NNP CCP DTP,13
PRI_CCP JJD CCP NNC_CCP,13
VBW CCT JJD CCP,13
LM VBAF CCT PRI_CCP NNC,13
DTC NNP CCP NNC,13
PRI_CCP NNC PMS NNC,13
VBTR CCP DTC NNP,13
NNC CCP VBTS NNC CCT,13
CCT NNC RBW DTC,13
LM VBTS CCP VBAF,13
VBTS CCP VBW CCB,13
RBD_CCP VBTS DTC,13
CCP NNC CCB PRI_CCP,13
NNC_CCP VBTS CCT NNC,13
RBR CCT NNP CCB NNP,13
CCT CDB NNC_CCP,13
NNC CCT NNC LM VBTR,13
DTCP NNC CCP VBTS CCT NNC,13
JJD CCP NNC CCB NNC LM,13
CCR CCT DTCP NNC,13
PRI_CCP NNC CCP VBH NNC,13
CCB NNP CCP VBOF DTC,13
NNC CCB NNP CCP VBOF,13
CCT NNP CCB NNP CCP DTP NNP,13
CCP VBTS CCT NNC CCB NNP,13
CCT PRSP_CCP JJD CCP,13
DTC JJD_CCP NNC CCT CCT,13
NNP LM VBTS CCB PRI_CCP NNC,13
VBTS CCP PRP LM,13
PRI_CCP NNC RBR CCT,13
DTC NNC CCB NNP CCT NNC,13
RBI CCB PRI_CCP,13
DTCP JJD_CCP NNC CCP VBTS,13
CCT NNC CCB NNC CCB NNP_PMP,13
PRO LM PRI_CCP NNC,13
DTC DTCP NNC JJC,13
NNC CCB NNP NNP NNP CCT,13
PRI_CCP NNC CCT PRI_CCP,13
CCT PRSP_CCP FW,13
CCT VBN_CCP NNC,13
DTC PRSP_CCP FW,13
LM VBTS CCT NNC_CCP,13
PMS NNP LM VBTS,13
VBTR CCB NNP_PMC,13
NNC CCA VBW DTC,13
CCB PRI_CCP NNC DTC,13
RBR CCT PRSP_CCP NNC,13
PRI_CCP JJD_CCP NNC_CCP,13
LM VBAF CCT NNC CCP,13
CCT NNC CCB CDB CCA,13
JJCS_JJD CCT NNC,13
NNC CCB NNPA PMS,13
DTC NNP CCT NNC CCB,13
DTCP NNC CCA CCB,13
VBTS CCB NNC CCT CCT,13
NNP CCA NNP NNP LM VBTS,13
CCP VBTF DTC NNC,13
NNC DTC JJN_CCP,13
NNC CCT NNC CCB NNC PMS,13
VBTS CCB NNP FW,13
DTC DTCP NNC CCT NNC LM,13
CCB NNC CCT DTCP NNC CCT,13
DTC NNP_PMS NNCA,13
NNC CCA VBTS CCB NNC,13
DTCP NNC CCP VBTR_VBAF CCT,13
CCP DTC NNC LM_PMS,13
NNC CCB DTP NNP,13
DTC NNC CCP VBW,13
CCA VBTS DTC DTCP NNC,13
CCB NNC CCA VBAF,13
CCP NNC CCT VBW,13
RBF VBTF CCT PRI_CCP,13
PRP DTC DTCP NNC,13
CCP JJD PMS NNP,13
CCP DTC DTCP JJD,13
JJC CCB PRI_CCP,13
NNC CCB JJD_CCP NNC_PMC,13
DTP NNP LM VBH,13
NNPA CCP VBOF DTC,13
CCB DTCP NNC CCP DTC NNC,13
CCB NNP CCP RBL,13
CCB NNC CCB VBW DTC,13
FW LM VBTR CCB,13
DTC DTCP NNC LM RBM,13
DTCP NNC CCB NNP LM VBTS,13
CCB NNC CCT NNP CCB NNP,13
NNP LM VBTS CCT NNC CCP,13
DTC DTCP NNC LM VBTF,13
NNC_CCP NNP CCB NNP,13
NNC CCB NNC_CCP RBI_CCP,13
CCB DTCP NNC LM VBTS,13
NNC DTC VBAF CCT NNC,13
VBTR CCP DTC DTCP NNC LM,13
PMS PRI_CCP NNC CCB,13
CDB NNC CCB DTCP,13
DTC NNC PMS NNC_CCP,13
DTC NNC CCB DTCP NNC LM,13
NNP LM VBTS RBW_CCP NNP,13
VBW DTC NNC_CCP,13
VBTS_CCP DTCP NNC,13
CCT JJCC JJD CCP,13
NNP NNP RBW_CCP CDB,13
NNP LM VBTF CCT NNP,13
NNPA LM VBTS CCT,13
JJD CCT NNC CCB NNC CCT,13
NNP CCB NNP CCP DTP NNP NNP_PMP,13
VBTR_CCP NNC CCT NNC,13
NNC CCB NNC CCP PRO,13
DTC CCR PMS NNC CCB,13
RBL CCT NNC_PMC,13
NNC LM PRI_CCP NNC,13
CDB CCP NNC CCB NNP,13
CCB NNC CCT NNC DTP,13
CCT DTCP NNC RBL,13
DTCP NNC CCT PRSP_CCP NNC,13
CCT JJD_CCP NNC CCB NNC_PMC,13
DTC NNC CCB NNC_CCP NNP,13
CCB PRI_CCP NNC CCA,13
DTC NNC CCP VBAF,13
RBK RBQ DTC DTCP NNC LM,13
NNC CCT CCT DTCP NNC CCB,13
RBQ DTC DTCP NNC LM,13
CCT NNC CCB NNP CCT NNC,13
PRI_CCP NNC CCT NNC CCT,13
LM VBTS DTC NNP,13
CCB NNC CCB JJD_CCP NNC,13
NNP CCP NNC DTC,13
RBD CCP VBTR_VBAF,13
VBTS CCP DTP NNP LM,13
CCT NNP RBK RBQ,13
VBTS CCB NNC CCB DTCP,13
NNC_CCP PRO DTC,13
DTCP NNC LM VBTS CCP DTC,13
LM VBAF CCB JJD,13
CCB NNC CCA VBOF,13
NNC CCA DTC NNP,13
CCT DTCP JJN_CCP,13
NNC CCB NNC CCT NNC LM,13
NNC CCB VBTS_CCP,13
NNC CCB NNP LM RBF,13
LM RBD CCP VBTS,13
RBK RBQ DTC NNP,13
DTC NNP CCB NNP CCA,13
NNC CCA RBD_CCP,13
RBW_CCP VBTR CCT,13
CCB CCR PMS FW,13
CCB NNP CCT JJD_CCP,13
DTCP NNC DTP NNP NNP,13
DTCP NNC LM VBS,13
JJD_CCP NNC RBW_CCP NNP,13
CCP DTC NNC LM VBTF,13
NNC CCB RBI_CCP PMS,13
NNC CCP VBOF DTC DTCP NNC,13
CCB JJCC JJD_CCP NNC CCT,13
PRI_CCP JJD CCP NNC_PMP,13
DTCP NNC LM VBTR CCP DTC,13
DTC NNP LM VBTF,13
PRI_CCP NNC CCT JJD,13
LM VBTS CCB FW,13
NNP CCB JJN_CCP,13
VBTS CCB JJD_CCP NNC CCP,13
JJD CCB PRI_CCP,13
RBL JJD_CCP NNC,13
NNC CCB NNP CCT NNC CCB NNP,13
CCT VBW CCB DTCP NNC,13
CCB NNC RBR CCT NNC,13
CCP VBTS CCT NNC_CCP,13
CCT PRSP_CCP NNC CCB NNC,13
VBTF CCT NNC CCB NNP,13
CCB NNP NNP CCP DTC,12
CCP VBOF CCB DTCP NNC,12
LM VBAF CCT PRSP_CCP,12
NNP LM VBOF CCT,12
PMS_ DTC NNC CCB,12
CCT DTCP JJD CCP NNC CCT,12
DTC NNC CCB JJN_CCP,12
RBR CCT NNP NNP_PMC,12
CCP VBTR CCB JJD,12
JJD_CCP NNC CCT PRI_CCP,12
CCT NNP_PMS NNCA NNP,12
CCT NNC CCT NNP CCB,12
CCT NNC CCB NNC CCB DTCP NNC,12
CCA DTP NNP LM,12
CCB JJN CCP NNC CCP,12
CCT NNC CCB NNC CCB NNC_PMP,12
VBOF CCP DTC NNC,12
CCB NNC CCA VBW,12
NNP LM RBM VBW,12
NNC CCB JJN CCP NNC,12
DTC PRSP_CCP NNC RBW,12
JJD_CCP NNC CCP NNC CCB,12
NNC CCT NNC CCB NNP LM,12
CCT DTCP NNC CCB NNP_PMC,12
NNC CCA NNC CCT NNC CCB,12
NNP CCA PRI_CCP,12
CCP DTC FW LM,12
NNP NNP LM VBTS CCB JJN_CCP,12
PRSP_CCP DTCP NNC CCT NNC,12
DTCP NNC CCP JJD CCT,12
NNC CCT PRI_CCP NNC CCA,12
CCT DTCP NNC CCB NNP NNP,12
LM VBTS RBI DTC,12
NNP_PMS NNCA NNP FW,12
CCT DTCP NNC DTP,12
CCT DTCP NNC_CCP NNC,12
RBF RBI VBTR CCB,12
DTC DTCP NNC_CCP VBTS,12
NNC CCB NNC CCA DTCP NNC,12
LM RBF VBTF CCB,12
CCB NNC CCA NNC_PMC,12
CCB NNC_CCP NNP CCP,12
VBTR_VBAF CCB NNP,12
CCT PRI_CCP NNC CCB NNC CCT,12
JJD CCP VBOF DTC NNC,12
NNP NNP RBK RBQ VBTS,12
PMS NNC CCB JJD CCP,12
CCT PRI_CCP NNC CCB NNP,12
VBTS_CCP VBH NNC,12
DTC NNP CCT NNP CCB,12
PRI_CCP NNC CCT NNC_PMP,12
RBI DTC PRI_CCP,12
VBAF CCB JJD_CCP NNC CCT,12
CCP NNC CCT CCT DTCP,12
DTC DTCP NNC DTP NNP,12
NNC DTC VBTS CCB NNC,12
NNC RBR CCT PRSP_CCP,12
DTC NNC CCB NNC LM VBAF,12
RBW_CCP NNP DTC,12
CCT PRSP_CCP DTCP NNC CCA,12
CCT RBI_CCP PMS CDB,12
NNC CCT NNC CCB DTCP NNC CCB,12
PRO DTC JJCS_JJD_CCP,12
LM RBD_CCP VBAF CCT,12
CCP DTP NNP NNP CCP DTC,12
JJD_CCP NNC CCB NNC CCT NNC,12
CCB NNC CCA VBTS DTC,12
VBS CCB DTCP NNC,12
CCT DTC JJD_CCP,12
CCP DTCP NNC CCT NNC,12
NNP LM VBTS CCB JJD CCP,12
NNC LM VBAF CCA,12
NNP LM VBTS CCB JJD CCP NNC,12
DTCP NNC CCB NNP NNP LM,12
CCB DTCP NNC CCB NNC_PMC,12
LM RBD_CCP VBTS CCT,12
CCT NNP RBW_CCP CDB,12
CCR PMS NNC_CCP,12
DTC NNC CCB NNC CCB NNP NNP,12
CCT PRI_CCP FW CCP,12
DTCP NNC CCB VBOF DTC,12
NNC_CCP PMS NNC CCT,12
CCT DTCP VBTS_CCP NNC,12
DTC NNC CCT JJN_CCP,12
CCB NNC CCB DTCP NNP,12
CCB NNC PMS NNC CCT,12
CCB NNC LM VBTR CCP,12
CCT VBTR_CCP NNC CCB,12
NNC CCB NNC LM VBOF,12
CCB DTC DTCP NNC CCB,12
DTC VBTS CCT DTCP NNC,12
CCA JJD CCP DTCP,12
CCT NNC CCP RBF,12
DTC PRSP_CCP JJD CCP,12
DTC VBTS CCB DTCP NNC,12
NNP LM VBTS DTC PRSP_CCP,12
LM VBAF CCT JJD_CCP,12
VBTS CCT NNC CCT NNC CCB,12
CCB DTCP NNC CCB NNP DTC,12
NNP LM VBTS NNC CCT,12
NNC CCB NNC CCT NNC CCA,12
CCT VBOF DTC DTCP NNC,12
CCT PRI CCB NNC CCB,12
DTCP NNC CCT NNP_PMP,12
NNC LM RBD CCP VBTR,12
DTCP NNC_CCP NNP CCT,12
RBW DTC NNC_PMP,12
NNP CCT PRI_CCP NNC CCP,12
PMS NNC RBR CCT,12
CCT VBW DTP NNP,12
NNC CCP VBTS PRP,12
NNC CCT VBOF DTC DTCP,12
DTCP NNC LM RBD CCP,12
VBTS DTP NNP LM,12
CCB NNP NNP NNP LM VBTS,12
PRI_CCP NNC DTC VBTS CCT,12
CCP NNC CCB VBW,12
CCB NNP DTC PRI_CCP,12
DTP NNP NNP LM VBTS DTC,12
NNC_CCP VBH JJD CCP,12
DTC NNC LM VBTS CCT NNP,12
CCT NNC_CCP PMS NNC,12
JJD_CCP NNC_CCP NNC CCT,12
NNC RBW_CCP NNP CCP,12
DTC CDB CCP DTCP NNC,12
VBTS PRS CCB NNC,12
LM VBOF CCB NNP,12
NNC CCT DTCP NNC CCP VBTS,12
CCB PRI_CCP NNC_CCP NNC,12
VBTS CCB NNP CCB NNP CCP DTP,12
VBTS PRP DTC NNC,12
JJD_CCP JJD_CCP NNC CCB,12
CCT JJD CCB DTCP NNC,12
DTP NNP CCT PRSP_CCP NNC,12
NNC CCP RBK RBQ,12
NNC CCP NNP CCB,12
NNC CCP VBTF DTC,12
CCP RBK RBQ DTC,12
CCT NNP_CCP NNC,12
NNC LM VBTS CCT CCT,12
DTC VBAF CCT NNC CCB,12
DTC NNC CCB NNP NNP LM,12
CCP VBTR_VBAF CCB DTCP,12
NNP_CCP NNC CCP DTP,12
VBOF CCT DTCP NNC,12
CCP VBTS CCT PRI_CCP NNC,12
JJD CCB NNP CCP,12
CCT NNP LM VBTR,12
NNP CCB NNP NNP LM VBTS,12
LM VBTS DTC NNC CCT,12
NNC CCT NNC_PMP_PMS,12
CCB NNP CCT PRI_CCP,12
NNC CCA NNC CCB NNC CCT,12
NNC RBR CCT DTCP NNC,12
LM VBAF CCB JJCC,12
NNP NNP CCP VBTR CCT,12
NNP LM RBF VBTF,12
NNC LM VBTS JJD,12
NNP CCA PRI RBI_CCP,12
DTC VBTS_CCP NNC LM,12
VBOF DTC DTCP NNC_CCP,12
DTC JJD CCP NNC CCB NNP,12
CCT DTCP NNC CCB NNPA,12
DTC NNC LM JJD CCT,12
NNC CCB JJD_CCP NNC CCB NNC,12
NNC CCT PRI_CCP NNC CCB NNC,12
LM VBAF CCT NNC_PMP,12
DTC NNC CCT PRI_CCP NNC,12
PRI_CCP NNC CCT NNC CCB NNP,12
CCB NNC DTC PRSP_CCP NNC,12
CCB NNP CCB NNP NNP CCP DTP,12
NNC LM VBTS RBW DTC,12
CDB CCT JJD_CCP,12
LM VBTS_CCP VBW,12
CCP DTC DTCP NNC CCB NNC,12
PRS DTC PRI_CCP,12
JJD_CCP FW CCT,12
NNC CCB NNP CCB NNP_CCP NNP,12
NNC CCB NNP CCT NNP_PMP,12
NNC RBL CCT NNPA,12
VBTR CCB DTCP NNC CCP DTC,12
JJN_CCP NNC VBW CCB,12
RBR CCT JJD_CCP NNC,12
JJD CCB NNP CCT,12
CCP NNC CCP VBTR CCT,12
CCB DTCP FW CCP,12
CCB NNC CCP VBAF CCT,12
VBTR CCB NNC LM,12
LM RBM VBAF CCB,12
VBTS PRP CCP DTC,12
DTC DTCP NNC CCT NNC_PMC,12
CCB PRQ_CCP NNC CCT,12
PRI_CCP DTCP NNC CCB,12
NNC CCT NNC CCP PRO,12
NNC CCB DTCP NNC CCB NNC CCT,12
NNC LM VBTS RBI CCT,12
DTC JJD_CCP NNC_CCP NNC,12
NNC LM VBTS CCT DTCP,12
DTC CCR PMS VBTF,12
DTC NNC CCB NNC CCB NNP CCP,12
LM RBL JJD_CCP,12
CCT NNC CCP PRO LM,12
JJD CCP DTC NNC,12
CCT NNC CCB NNPA_PMP,12
CCB NNP CCP DTP NNP NNP DTC,12
RBM VBW CCB NNC,12
CCB NNC CCT JJN_CCP,12
CCB RBD_CCP VBW,12
NNP CCP VBOF DTC NNC CCB,12
PRI_CCP NNC CCP VBTR_VBAF,12
VBTS PMS NNC_CCP,12
DTC JJCS_JJD_CCP NNC CCB NNC,12
DTC JJN_CCP JJD,12
PRI CCT PRSP_CCP,12
VBTS RBI DTC NNC CCB,12
JJN_CCP PMS NNC,12
DTC NNP CCB NNP CCT NNP,12
DTC NNC CCB NNC LM VBTS CCB,12
CCP DTP NNP NNP LM VBAF CCT,12
NNP CCP DTP NNP NNP LM VBAF,12
DTC NNC RBW_CCP NNP,12
DTCP NNC CCB DTC,12
RBQ DTC PRSP_CCP,12
CCP JJD CCB NNC,12
RBW_CCP CDB CCB,12
CCB NNP RBR CCT,12
NNC CCT PRSP_CCP DTCP NNC,12
CCB NNP CCT NNC_CCP,12
VBTF CCT NNP_PMC,12
VBOF DTC PRSP_CCP NNC CCT,12
DTP NNP CCP VBAF,12
CCB DTC NNC CCP,12
RBI_CCP DTCP NNC CCP,12
VBTS PMS NNC RBI,12
DTC NNC CCT FW,12
NNP CCP JJD_CCP NNC,12
NNC CCP VBTR_VBAF CCT NNC,12
PMS CDB CCP NNC CCB,12
CCT NNC CCB FW FW,12
RBI_CCP DTCP NNC_PMP,12
VBTS RBI RBW_CCP,12
NNC CCT NNPA CCP,12
NNC RBW_CCP VBTS_CCP,12
CCT NNC CCB NNP CCA NNP_PMP,12
NNC CCB NNP LM VBTR_VBAF,12
LM VBTR CCB PRI_CCP,12
VBOF PRS DTC PRSP_CCP,12
LM VBTS CCP PRO LM,12
CCB NNC CCT NNC CCA NNC,12
PMS CDB CCB NNP CCT,12
NNC LM VBAF CCB NNC,12
NNC CCT CCT JJD CCP,12
DTP NNP LM JJD,12
CCP VBTS RBI DTC,12
CCT NNC PMS NNC_CCP,12
VBTR CCP NNC_PMP,12
VBTR CCT JJD CCP,12
LM VBTS CCB JJN,12
CCB PRSP_CCP JJD_CCP NNC,12
CCB NNC CCA VBTF,12
NNP CCB NNP CCP DTC,12
CCB NNC LM VBAF CCT,12
NNC RBK RBQ DTC DTCP,12
VBTS DTC NNP CCP,12
CCT JJN_CCP NNC CCT NNC,12
RBK RBQ DTP NNP,12
CCT RBW LM VBTS,12
RBM VBW CCT NNC,12
VBTS PRS DTP NNP,12
VBTS RBW_CCP CDB_PMP,12
NNP CCA JJD_CCP,12
CCA PRI_CCP DTCP,12
CCB DTCP JJD_CCP NNC CCT,12
LM VBW CCT NNC,12
NNC CCP NNP LM VBTS,12
VBTR PRS CCP DTC,12
DTC NNC CCP NNC LM,12
VBTS CCB DTCP JJD,12
DTC NNC DTP NNP CCP,12
NNC CCP VBTS NNC CCB,12
NNC RBL CCT NNP CCB NNP,12
CCB NNC CCA CCT,12
NNC CCT NNC RBK RBQ,12
CCT NNC CCP VBTR_VBAF,12
CCT NNC CCB PRQ_CCP,12
NNC CCP VBAF CCT NNP,12
NNC LM VBTS CCT NNC CCB NNC,12
CCT NNC PMS NNC CCB,12
CCT NNC CCP JJD,12
VBTR_CCP DTCP NNC,12
VBW CCB NNC CCT NNC CCB,12
JJD CCB NNC CCA,12
CCB NNC CCT CDB,12
DTCP NNC LM VBTS CCT NNC,12
NNP CCP VBTR DTC,12
NNC CCB NNP_CCP NNP CCT,12
NNC CCB CDB_PMC,12
DTC DTCP NNC CCP VBOF,12
VBTS CCB CDB NNC,12
NNC CCP PRO DTC,12
NNP NNP CCT DTCP NNC,12
CCT CDB NNC CCB,12
LM VBTS CCB PRSP_CCP NNC CCT,12
PMS NNC CCP VBTS,12
LM VBTS CCP VBW,12
NNC RBR CCT NNC CCB NNC,12
CCT JJCC_CCP JJD_CCP,12
RBW CCT PRI_CCP NNC,12
DTCP NNC CCA CCT,12
VBW DTC NNC CCB DTCP,12
DTC DTCP NNP CCP,12
NNP LM VBH JJD_CCP,12
CCT DTCP NNC JJC,12
NNP CCP VBTR_VBAF CCT,12
FW PMS FW CCP NNC,12
VBTF CCB NNC_PMP,12
CCT DTCP JJCS_JJD_CCP,12
NNC CCB DTCP FW,12
NNC CCT NNC CCB JJD_CCP NNC,12
CCA CCT PRSP_CCP,12
CCT NNC DTC VBTS,12
NNC CCT NNC CCB NNC_CCP,12
VBTR_VBAF CCT PRI_CCP,12
JJD_CCP NNC CCT NNP_PMC,12
RBI DTC PRSP_CCP,12
CCB VBW CCB NNC CCT,12
CCB NNP LM VBTS PMS,12
CDB NNC_CCP NNC_PMP,12
NNC LM VBTS CCP DTC NNC,12
CCT RBF JJD_CCP,12
VBTS RBW_CCP JJD_CCP,12
VBTS CCT VBOF DTC,12
JJD PMS NNP LM,12
NNC CCP DTP NNP NNP CCA,12
VBN_CCP JJD_CCP NNC,12
PRSP_CCP NNC CCT NNC CCP,12
CCP VBTS CCB NNPA,12
NNC CCB NNP CCP DTP NNP NNP_PMC,12
VBW DTC JJN_CCP NNC,12
DTCP NNC CCT NNPA,12
DTC VBH PMS NNC,12
VBAF CCB CDB NNC,12
CCT NNC LM VBTF,12
VBTR CCP PRO LM,12
CCB NNP CCP JJD,12
NNC CCP DTC JJD_CCP,12
NNC CCP NNC DTP NNP,12
LM VBAF CCT CDB,12
VBTS CCP DTC NNP LM,12
NNC CCB NNC CCP RBL,12
NNC PMS JJN_CCP,12
NNP RBW_CCP CDB CCA,12
JJD CCA JJD_CCP NNC,12
LM JJD_CCP NNC CCT,12
VBAF CCT NNC CCA,12
PRI_CCP JJD_CCP NNC DTC,12
NNP FW CCP DTP NNP,12
PMS VBTF CCT NNC,12
NNP FW CCP DTP,12
VBTS NNC CCT DTCP,12
RBL JJN_CCP NNC,12
PRI CCB JJD_CCP,12
CCB PRSP_CCP NNC CCB,12
DTP NNP CCT DTCP,12
CCB JJCS_JJD CCP NNC,12
CCP VBTS CCT DTCP NNC,12
LM PRI_CCP NNC CCB,12
JJD CCP NNC CCA DTCP,12
VBTS CCB NNC CCP DTC,12
NNP CCP VBW CCT,12
RBF RBD_CCP VBW,12
NNC CCB NNC CCT JJD CCP,12
CCP DTC NNC CCB DTCP,12
CCT PRSP_CCP NNC_PMP_PMS,12
CCP VBTF DTC DTCP,12
NNC CCB JJC_CCP,12
VBN_CCP JJD CCP NNC,12
LM VBTF CCB CDB,12
VBTR CCP VBOF DTC,12
NNC CCP JJD PMS,12
CCT NNC_CCP RBI_CCP,12
CCA VBAF CCT NNC,12
RBK RBQ DTC PRSP_CCP,12
LM VBTS CCT JJD CCP,12
CCR PMS NNC CCT DTCP,12
NNP NNP CCT NNC CCP,12
RBI CCB NNC_CCP,12
NNC CCT NNP_CCP NNP CCB,12
