N-Gram_ID,N-Gram_Size,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
001145,3,JJ.* NN.* DT.*,JJD_CCP NNC DTC,maraming bahagi ang,maraming bahagi ang
001146,3,NN.* DT.* RB.*,NNC DTC RBT_CCP,bahagi ang pwedeng,bahagi ang pwedeng
001147,3,DT.* RB.* VB.*,DTC RBT_CCP VBW,ang pwedeng magkonekta,ang pwedeng magkonekta
001148,3,RB.* VB.* CC.*,RBT_CCP VBW CCT,pwedeng magkonekta sa,pwedeng magkonekta sa
001149,3,VB.* CC.* PR.*_PM.*,VBW CCT PRSP_PMC,"magkonekta sa atin,",magkonekta sa atin
001150,4,JJ.* JJ.* NN.* DT.*,JJCC JJD_CCP NNC DTC,mas maraming bahagi ang,mas maraming bahagi ang
001151,4,JJ.* NN.* DT.* RB.*,JJD_CCP NNC DTC RBT_CCP,maraming bahagi ang pwedeng,maraming bahagi ang pwedeng
001152,4,NN.* DT.* RB.* VB.*,NNC DTC RBT_CCP VBW,bahagi ang pwedeng magkonekta,bahagi ang pwedeng magkonekta
001153,4,DT.* RB.* VB.* CC.*,DTC RBT_CCP VBW CCT,ang pwedeng magkonekta sa,ang pwedeng magkonekta sa
001154,4,RB.* VB.* CC.* PR.*_PM.*,RBT_CCP VBW CCT PRSP_PMC,"pwedeng magkonekta sa atin,",pwedeng magkonekta sa atin
001155,5,JJ.* JJ.* NN.* DT.* RB.*,JJCC JJD_CCP NNC DTC RBT_CCP,mas maraming bahagi ang pwedeng,mas maraming bahagi ang pwedeng
001156,5,JJ.* NN.* DT.* RB.* VB.*,JJD_CCP NNC DTC RBT_CCP VBW,maraming bahagi ang pwedeng magkonekta,maraming bahagi ang pwedeng magkonekta
001157,5,NN.* DT.* RB.* VB.* CC.*,NNC DTC RBT_CCP VBW CCT,bahagi ang pwedeng magkonekta sa,bahagi ang pwedeng magkonekta sa
001158,5,DT.* RB.* VB.* CC.* PR.*_PM.*,DTC RBT_CCP VBW CCT PRSP_PMC,"ang pwedeng magkonekta sa atin,",ang pwedeng magkonekta sa atin
001159,6,JJ.* JJ.* NN.* DT.* RB.* VB.*,JJCC JJD_CCP NNC DTC RBT_CCP VBW,mas maraming bahagi ang pwedeng magkonekta,mas maraming bahagi ang pwedeng magkonekta
001160,6,JJ.* NN.* DT.* RB.* VB.* CC.*,JJD_CCP NNC DTC RBT_CCP VBW CCT,maraming bahagi ang pwedeng magkonekta sa,maraming bahagi ang pwedeng magkonekta sa
001161,6,NN.* DT.* RB.* VB.* CC.* PR.*_PM.*,NNC DTC RBT_CCP VBW CCT PRSP_PMC,"bahagi ang pwedeng magkonekta sa atin,",bahagi ang pwedeng magkonekta sa atin
001162,7,JJ.* JJ.* NN.* DT.* RB.* VB.* CC.*,JJCC JJD_CCP NNC DTC RBT_CCP VBW CCT,mas maraming bahagi ang pwedeng magkonekta sa,mas maraming bahagi ang pwedeng magkonekta sa
001163,7,JJ.* NN.* DT.* RB.* VB.* CC.* PR.*_PM.*,JJD_CCP NNC DTC RBT_CCP VBW CCT PRSP_PMC,"maraming bahagi ang pwedeng magkonekta sa atin,",maraming bahagi ang pwedeng magkonekta sa atin
001164,2,PR.* NN.*_PM.*,PRSP_CCP NNC_PMP,aming promosyon.,aming promosyon.
001165,3,PR.* DT.* PR.*,PRP DTC PRSP_CCP,niyo ang aming,niyo ang aming
001166,3,DT.* PR.* NN.*_PM.*,DTC PRSP_CCP NNC_PMP,ang aming promosyon.,ang aming promosyon.
001167,4,CC.* VB.* LM VB.*,CCR VBS LM VBTF,kaya sana ay abangan,kaya sana ay abangan
001168,4,VB.* LM VB.* PR.*,VBS LM VBTF PRP,sana ay abangan niyo,sana ay abangan niyo
001169,4,LM VB.* PR.* DT.*,LM VBTF PRP DTC,ay abangan niyo ang,ay abangan niyo ang
001170,4,VB.* PR.* DT.* PR.*,VBTF PRP DTC PRSP_CCP,abangan niyo ang aming,abangan niyo ang aming
001171,4,PR.* DT.* PR.* NN.*_PM.*,PRP DTC PRSP_CCP NNC_PMP,niyo ang aming promosyon.,niyo ang aming promosyon.
001172,5,CC.* VB.* LM VB.* PR.*,CCR VBS LM VBTF PRP,kaya sana ay abangan niyo,kaya sana ay abangan niyo
001173,5,VB.* LM VB.* PR.* DT.*,VBS LM VBTF PRP DTC,sana ay abangan niyo ang,sana ay abangan niyo ang
001174,5,LM VB.* PR.* DT.* PR.*,LM VBTF PRP DTC PRSP_CCP,ay abangan niyo ang aming,ay abangan niyo ang aming
001175,5,VB.* PR.* DT.* PR.* NN.*_PM.*,VBTF PRP DTC PRSP_CCP NNC_PMP,abangan niyo ang aming promosyon.,abangan niyo ang aming promosyon.
001176,6,CC.* VB.* LM VB.* PR.* DT.*,CCR VBS LM VBTF PRP DTC,kaya sana ay abangan niyo ang,kaya sana ay abangan niyo ang
001177,6,VB.* LM VB.* PR.* DT.* PR.*,VBS LM VBTF PRP DTC PRSP_CCP,sana ay abangan niyo ang aming,sana ay abangan niyo ang aming
001178,6,LM VB.* PR.* DT.* PR.* NN.*_PM.*,LM VBTF PRP DTC PRSP_CCP NNC_PMP,ay abangan niyo ang aming promosyon.,ay abangan niyo ang aming promosyon.
001179,7,CC.* VB.* LM VB.* PR.* DT.* PR.*,CCR VBS LM VBTF PRP DTC PRSP_CCP,kaya sana ay abangan niyo ang aming,kaya sana ay abangan niyo ang aming
001180,7,VB.* LM VB.* PR.* DT.* PR.* NN.*_PM.*,VBS LM VBTF PRP DTC PRSP_CCP NNC_PMP,sana ay abangan niyo ang aming promosyon.,sana ay abangan niyo ang aming promosyon.
001181,3,DT.* NN.* NN.*_PM.*,DTP NNP NNPA_PMC,"kay tukayu NOEL,",kay tukayu NOEL
001182,4,VB.* PR.* DT.* NN.*,VBTS PRS DTP NNP,nahuya ko kay tukayu,nahuya ko kay tukayu
001183,4,PR.* DT.* NN.* NN.*_PM.*,PRS DTP NNP NNPA_PMC,"ko kay tukayu NOEL,",ko kay tukayu NOEL
001184,5,VB.* PR.* DT.* NN.* NN.*_PM.*,VBTS PRS DTP NNP NNPA_PMC,"nahuya ko kay tukayu NOEL,",nahuya ko kay tukayu NOEL
001185,4,RB.* VB.* PR.* CC.*,RBM VBTS PRS CCT,siguro nagtawag ako sa,siguro nagtawag ako sa
001186,4,VB.* PR.* CC.* FW,VBTS PRS CCT FW,nagtawag ako sa balay,nagtawag ako sa balay
001187,4,FW PR.* VB.* DT.*,FW PRS VBW DTP,waay ko maabtan si,waay ko maabtan si
001188,5,VB.* RB.* VB.* PR.* CC.*,VBTS RBM VBTS PRS CCT,nadayon siguro nagtawag ako sa,nadayon siguro nagtawag ako sa
001189,5,RB.* VB.* PR.* CC.* FW,RBM VBTS PRS CCT FW,siguro nagtawag ako sa balay,siguro nagtawag ako sa balay
001190,5,VB.* PR.* CC.* FW FW,VBTS PRS CCT FW FW,nagtawag ako sa balay waay,nagtawag ako sa balay waay
001191,5,CC.* FW FW PR.* VB.*,CCT FW FW PRS VBW,sa balay waay ko maabtan,sa balay waay ko maabtan
001192,5,FW FW PR.* VB.* DT.*,FW FW PRS VBW DTP,balay waay ko maabtan si,balay waay ko maabtan si
001193,6,VB.* RB.* VB.* PR.* CC.* FW,VBTS RBM VBTS PRS CCT FW,nadayon siguro nagtawag ako sa balay,nadayon siguro nagtawag ako sa balay
001194,6,RB.* VB.* PR.* CC.* FW FW,RBM VBTS PRS CCT FW FW,siguro nagtawag ako sa balay waay,siguro nagtawag ako sa balay waay
001195,6,VB.* PR.* CC.* FW FW PR.*,VBTS PRS CCT FW FW PRS,nagtawag ako sa balay waay ko,nagtawag ako sa balay waay ko
001196,6,PR.* CC.* FW FW PR.* VB.*,PRS CCT FW FW PRS VBW,ako sa balay waay ko maabtan,ako sa balay waay ko maabtan
001197,6,CC.* FW FW PR.* VB.* DT.*,CCT FW FW PRS VBW DTP,sa balay waay ko maabtan si,sa balay waay ko maabtan si
001198,7,VB.* RB.* VB.* PR.* CC.* FW FW,VBTS RBM VBTS PRS CCT FW FW,nadayon siguro nagtawag ako sa balay waay,nadayon siguro nagtawag ako sa balay waay
001199,7,RB.* VB.* PR.* CC.* FW FW PR.*,RBM VBTS PRS CCT FW FW PRS,siguro nagtawag ako sa balay waay ko,siguro nagtawag ako sa balay waay ko
001200,7,VB.* PR.* CC.* FW FW PR.* VB.*,VBTS PRS CCT FW FW PRS VBW,nagtawag ako sa balay waay ko maabtan,nagtawag ako sa balay waay ko maabtan
001201,7,PR.* CC.* FW FW PR.* VB.* DT.*,PRS CCT FW FW PRS VBW DTP,ako sa balay waay ko maabtan si,ako sa balay waay ko maabtan si
001202,3,CD.* PR.* NN.*_PM.*,CDB PRS NNC_PMP,5 ka sultada.,5 ka sultada.
001203,4,JJ.* RB.* DT.* CD.*,JJD RBI DTCP CDB,hulat naman mga 5,hulat naman mga 5
001204,4,RB.* DT.* CD.* PR.*,RBI DTCP CDB PRS,naman mga 5 ka,naman mga 5 ka
001205,4,DT.* CD.* PR.* NN.*_PM.*,DTCP CDB PRS NNC_PMP,mga 5 ka sultada.,mga 5 ka sultada.
001206,5,JJ.* RB.* DT.* CD.* PR.*,JJD RBI DTCP CDB PRS,hulat naman mga 5 ka,hulat naman mga 5 ka
001207,5,RB.* DT.* CD.* PR.* NN.*_PM.*,RBI DTCP CDB PRS NNC_PMP,naman mga 5 ka sultada.,naman mga 5 ka sultada.
001208,6,JJ.* RB.* DT.* CD.* PR.* NN.*_PM.*,JJD RBI DTCP CDB PRS NNC_PMP,hulat naman mga 5 ka sultada.,hulat naman mga 5 ka sultada.
001209,3,VB.* RB.* PR.*,VBN RBI PRSP_CCP,wala man nag,wala man nag
001210,3,RB.* PR.* JJ.*,RBI PRSP_CCP JJD,man nag dala,man nag dala
001211,3,PR.* JJ.* DT.*,PRSP_CCP JJD DTP,nag dala si,nag dala si
001212,3,JJ.* DT.* NN.*,JJD DTP NNC_CCP,dala si nong,dala si nong
001213,3,DT.* NN.* NN.*,DTP NNC_CCP NNP,si nong Rabatak,si nong Rabatak
001214,3,NN.* NN.* DT.*,NNC_CCP NNP DTP,nong Rabatak kay,nong Rabatak kay
001215,3,RB.* VB.* PR.*,RBI VBH PRSP_CCP,man may nag,man may nag
001216,3,VB.* PR.* NN.*,VBH PRSP_CCP NNC,may nag pindot,may nag pindot
001217,3,PR.* NN.* CC.*,PRSP_CCP NNC CCT,nag pindot sa,nag pindot sa
001218,4,RB.* VB.* RB.* PR.*,RBW VBN RBI PRSP_CCP,tapos wala man nag,tapos wala man nag
001219,4,VB.* RB.* PR.* JJ.*,VBN RBI PRSP_CCP JJD,wala man nag dala,wala man nag dala
001220,4,RB.* PR.* JJ.* DT.*,RBI PRSP_CCP JJD DTP,man nag dala si,man nag dala si
001221,4,PR.* JJ.* DT.* NN.*,PRSP_CCP JJD DTP NNC_CCP,nag dala si nong,nag dala si nong
001222,4,JJ.* DT.* NN.* NN.*,JJD DTP NNC_CCP NNP,dala si nong Rabatak,dala si nong Rabatak
001223,4,DT.* NN.* NN.* DT.*,DTP NNC_CCP NNP DTP,si nong Rabatak kay,si nong Rabatak kay
001224,4,NN.* NN.* DT.* VB.*,NNC_CCP NNP DTP VBN,nong Rabatak kay wala,nong Rabatak kay wala
001225,4,NN.* DT.* VB.* RB.*,NNP DTP VBN RBI,Rabatak kay wala man,Rabatak kay wala man
001226,4,DT.* VB.* RB.* VB.*,DTP VBN RBI VBH,kay wala man may,kay wala man may
001227,4,VB.* RB.* VB.* PR.*,VBN RBI VBH PRSP_CCP,wala man may nag,wala man may nag
001228,4,RB.* VB.* PR.* NN.*,RBI VBH PRSP_CCP NNC,man may nag pindot,man may nag pindot
001229,4,VB.* PR.* NN.* CC.*,VBH PRSP_CCP NNC CCT,may nag pindot sa,may nag pindot sa
001230,4,PR.* NN.* CC.* NN.*,PRSP_CCP NNC CCT NNC,nag pindot sa iya,nag pindot sa iya
001231,4,CC.* NN.* RB.* VB.*,CCT NNC RBI VBN,sa iya nga wala,sa iya nga wala
001232,5,RB.* VB.* RB.* PR.* JJ.*,RBW VBN RBI PRSP_CCP JJD,tapos wala man nag dala,tapos wala man nag dala
001233,5,VB.* RB.* PR.* JJ.* DT.*,VBN RBI PRSP_CCP JJD DTP,wala man nag dala si,wala man nag dala si
001234,5,RB.* PR.* JJ.* DT.* NN.*,RBI PRSP_CCP JJD DTP NNC_CCP,man nag dala si nong,man nag dala si nong
001235,5,PR.* JJ.* DT.* NN.* NN.*,PRSP_CCP JJD DTP NNC_CCP NNP,nag dala si nong Rabatak,nag dala si nong Rabatak
001236,5,JJ.* DT.* NN.* NN.* DT.*,JJD DTP NNC_CCP NNP DTP,dala si nong Rabatak kay,dala si nong Rabatak kay
001237,5,DT.* NN.* NN.* DT.* VB.*,DTP NNC_CCP NNP DTP VBN,si nong Rabatak kay wala,si nong Rabatak kay wala
001238,5,NN.* NN.* DT.* VB.* RB.*,NNC_CCP NNP DTP VBN RBI,nong Rabatak kay wala man,nong Rabatak kay wala man
001239,5,NN.* DT.* VB.* RB.* VB.*,NNP DTP VBN RBI VBH,Rabatak kay wala man may,Rabatak kay wala man may
001240,5,DT.* VB.* RB.* VB.* PR.*,DTP VBN RBI VBH PRSP_CCP,kay wala man may nag,kay wala man may nag
001241,5,VB.* RB.* VB.* PR.* NN.*,VBN RBI VBH PRSP_CCP NNC,wala man may nag pindot,wala man may nag pindot
001242,5,RB.* VB.* PR.* NN.* CC.*,RBI VBH PRSP_CCP NNC CCT,man may nag pindot sa,man may nag pindot sa
001243,5,VB.* PR.* NN.* CC.* NN.*,VBH PRSP_CCP NNC CCT NNC,may nag pindot sa iya,may nag pindot sa iya
001244,5,PR.* NN.* CC.* NN.* RB.*,PRSP_CCP NNC CCT NNC RBI,nag pindot sa iya nga,nag pindot sa iya nga
001245,5,NN.* CC.* NN.* RB.* VB.*,NNC CCT NNC RBI VBN,pindot sa iya nga wala,pindot sa iya nga wala
001246,6,RB.* VB.* RB.* PR.* JJ.* DT.*,RBW VBN RBI PRSP_CCP JJD DTP,tapos wala man nag dala si,tapos wala man nag dala si
001247,6,VB.* RB.* PR.* JJ.* DT.* NN.*,VBN RBI PRSP_CCP JJD DTP NNC_CCP,wala man nag dala si nong,wala man nag dala si nong
001248,6,RB.* PR.* JJ.* DT.* NN.* NN.*,RBI PRSP_CCP JJD DTP NNC_CCP NNP,man nag dala si nong Rabatak,man nag dala si nong Rabatak
001249,6,PR.* JJ.* DT.* NN.* NN.* DT.*,PRSP_CCP JJD DTP NNC_CCP NNP DTP,nag dala si nong Rabatak kay,nag dala si nong Rabatak kay
001250,6,JJ.* DT.* NN.* NN.* DT.* VB.*,JJD DTP NNC_CCP NNP DTP VBN,dala si nong Rabatak kay wala,dala si nong Rabatak kay wala
001251,6,DT.* NN.* NN.* DT.* VB.* RB.*,DTP NNC_CCP NNP DTP VBN RBI,si nong Rabatak kay wala man,si nong Rabatak kay wala man
001252,6,NN.* NN.* DT.* VB.* RB.* VB.*,NNC_CCP NNP DTP VBN RBI VBH,nong Rabatak kay wala man may,nong Rabatak kay wala man may
001253,6,NN.* DT.* VB.* RB.* VB.* PR.*,NNP DTP VBN RBI VBH PRSP_CCP,Rabatak kay wala man may nag,Rabatak kay wala man may nag
001254,6,DT.* VB.* RB.* VB.* PR.* NN.*,DTP VBN RBI VBH PRSP_CCP NNC,kay wala man may nag pindot,kay wala man may nag pindot
001255,6,VB.* RB.* VB.* PR.* NN.* CC.*,VBN RBI VBH PRSP_CCP NNC CCT,wala man may nag pindot sa,wala man may nag pindot sa
001256,6,RB.* VB.* PR.* NN.* CC.* NN.*,RBI VBH PRSP_CCP NNC CCT NNC,man may nag pindot sa iya,man may nag pindot sa iya
001257,6,VB.* PR.* NN.* CC.* NN.* RB.*,VBH PRSP_CCP NNC CCT NNC RBI,may nag pindot sa iya nga,may nag pindot sa iya nga
001258,6,PR.* NN.* CC.* NN.* RB.* VB.*,PRSP_CCP NNC CCT NNC RBI VBN,nag pindot sa iya nga wala,nag pindot sa iya nga wala
001259,7,RB.* VB.* RB.* PR.* JJ.* DT.* NN.*,RBW VBN RBI PRSP_CCP JJD DTP NNC_CCP,tapos wala man nag dala si nong,tapos wala man nag dala si nong
001260,7,VB.* RB.* PR.* JJ.* DT.* NN.* NN.*,VBN RBI PRSP_CCP JJD DTP NNC_CCP NNP,wala man nag dala si nong Rabatak,wala man nag dala si nong Rabatak
001261,7,RB.* PR.* JJ.* DT.* NN.* NN.* DT.*,RBI PRSP_CCP JJD DTP NNC_CCP NNP DTP,man nag dala si nong Rabatak kay,man nag dala si nong Rabatak kay
001262,7,PR.* JJ.* DT.* NN.* NN.* DT.* VB.*,PRSP_CCP JJD DTP NNC_CCP NNP DTP VBN,nag dala si nong Rabatak kay wala,nag dala si nong Rabatak kay wala
001263,7,JJ.* DT.* NN.* NN.* DT.* VB.* RB.*,JJD DTP NNC_CCP NNP DTP VBN RBI,dala si nong Rabatak kay wala man,dala si nong Rabatak kay wala man
001264,7,DT.* NN.* NN.* DT.* VB.* RB.* VB.*,DTP NNC_CCP NNP DTP VBN RBI VBH,si nong Rabatak kay wala man may,si nong Rabatak kay wala man may
001265,7,NN.* NN.* DT.* VB.* RB.* VB.* PR.*,NNC_CCP NNP DTP VBN RBI VBH PRSP_CCP,nong Rabatak kay wala man may nag,nong Rabatak kay wala man may nag
001266,7,NN.* DT.* VB.* RB.* VB.* PR.* NN.*,NNP DTP VBN RBI VBH PRSP_CCP NNC,Rabatak kay wala man may nag pindot,Rabatak kay wala man may nag pindot
001267,7,DT.* VB.* RB.* VB.* PR.* NN.* CC.*,DTP VBN RBI VBH PRSP_CCP NNC CCT,kay wala man may nag pindot sa,kay wala man may nag pindot sa
001268,7,VB.* RB.* VB.* PR.* NN.* CC.* NN.*,VBN RBI VBH PRSP_CCP NNC CCT NNC,wala man may nag pindot sa iya,wala man may nag pindot sa iya
001269,7,RB.* VB.* PR.* NN.* CC.* NN.* RB.*,RBI VBH PRSP_CCP NNC CCT NNC RBI,man may nag pindot sa iya nga,man may nag pindot sa iya nga
001270,7,VB.* PR.* NN.* CC.* NN.* RB.* VB.*,VBH PRSP_CCP NNC CCT NNC RBI VBN,may nag pindot sa iya nga wala,may nag pindot sa iya nga wala
001271,4,CC.* PR.* LM VB.*,CCR PRO LM VBTR,Kung ito ay nagmumungkahi,Kung ito ay nagmumungkahi
001272,4,PR.* LM VB.* RB.*,PRO LM VBTR RBK,ito ay nagmumungkahi kung,ito ay nagmumungkahi kung
001273,4,LM VB.* RB.* RB.*,LM VBTR RBK RBQ,ay nagmumungkahi kung saan,ay nagmumungkahi kung saan
001274,4,VB.* RB.* RB.* CC.*,VBTR RBK RBQ CCB,nagmumungkahi kung saan upang,nagmumungkahi kung saan upang
001275,4,RB.* RB.* CC.* VB.*,RBK RBQ CCB VBAF,kung saan upang pumunta,kung saan upang pumunta
001276,4,RB.* CC.* VB.* CC.*,RBQ CCB VBAF CCT,saan upang pumunta para,saan upang pumunta para
001277,4,VB.* CC.* CC.* NN.*_PM.*,VBAF CCT CCT NNC_PMC,"pumunta para sa hapunan,",pumunta para sa hapunan
001278,5,CC.* PR.* LM VB.* RB.*,CCR PRO LM VBTR RBK,Kung ito ay nagmumungkahi kung,Kung ito ay nagmumungkahi kung
001279,5,PR.* LM VB.* RB.* RB.*,PRO LM VBTR RBK RBQ,ito ay nagmumungkahi kung saan,ito ay nagmumungkahi kung saan
001280,5,LM VB.* RB.* RB.* CC.*,LM VBTR RBK RBQ CCB,ay nagmumungkahi kung saan upang,ay nagmumungkahi kung saan upang
001281,5,VB.* RB.* RB.* CC.* VB.*,VBTR RBK RBQ CCB VBAF,nagmumungkahi kung saan upang pumunta,nagmumungkahi kung saan upang pumunta
001282,5,RB.* RB.* CC.* VB.* CC.*,RBK RBQ CCB VBAF CCT,kung saan upang pumunta para,kung saan upang pumunta para
001283,5,RB.* CC.* VB.* CC.* CC.*,RBQ CCB VBAF CCT CCT,saan upang pumunta para sa,saan upang pumunta para sa
001284,5,CC.* VB.* CC.* CC.* NN.*_PM.*,CCB VBAF CCT CCT NNC_PMC,"upang pumunta para sa hapunan,",upang pumunta para sa hapunan
001285,6,CC.* PR.* LM VB.* RB.* RB.*,CCR PRO LM VBTR RBK RBQ,Kung ito ay nagmumungkahi kung saan,Kung ito ay nagmumungkahi kung saan
001286,6,PR.* LM VB.* RB.* RB.* CC.*,PRO LM VBTR RBK RBQ CCB,ito ay nagmumungkahi kung saan upang,ito ay nagmumungkahi kung saan upang
001287,6,LM VB.* RB.* RB.* CC.* VB.*,LM VBTR RBK RBQ CCB VBAF,ay nagmumungkahi kung saan upang pumunta,ay nagmumungkahi kung saan upang pumunta
001288,6,VB.* RB.* RB.* CC.* VB.* CC.*,VBTR RBK RBQ CCB VBAF CCT,nagmumungkahi kung saan upang pumunta para,nagmumungkahi kung saan upang pumunta para
001289,6,RB.* RB.* CC.* VB.* CC.* CC.*,RBK RBQ CCB VBAF CCT CCT,kung saan upang pumunta para sa,kung saan upang pumunta para sa
001290,6,RB.* CC.* VB.* CC.* CC.* NN.*_PM.*,RBQ CCB VBAF CCT CCT NNC_PMC,"saan upang pumunta para sa hapunan,",saan upang pumunta para sa hapunan
001291,7,CC.* PR.* LM VB.* RB.* RB.* CC.*,CCR PRO LM VBTR RBK RBQ CCB,Kung ito ay nagmumungkahi kung saan upang,Kung ito ay nagmumungkahi kung saan upang
001292,7,PR.* LM VB.* RB.* RB.* CC.* VB.*,PRO LM VBTR RBK RBQ CCB VBAF,ito ay nagmumungkahi kung saan upang pumunta,ito ay nagmumungkahi kung saan upang pumunta
001293,7,LM VB.* RB.* RB.* CC.* VB.* CC.*,LM VBTR RBK RBQ CCB VBAF CCT,ay nagmumungkahi kung saan upang pumunta para,ay nagmumungkahi kung saan upang pumunta para
001294,7,VB.* RB.* RB.* CC.* VB.* CC.* CC.*,VBTR RBK RBQ CCB VBAF CCT CCT,nagmumungkahi kung saan upang pumunta para sa,nagmumungkahi kung saan upang pumunta para sa
001295,7,RB.* RB.* CC.* VB.* CC.* CC.* NN.*_PM.*,RBK RBQ CCB VBAF CCT CCT NNC_PMC,"kung saan upang pumunta para sa hapunan,",kung saan upang pumunta para sa hapunan
001296,4,CC.* PM.* NN.* CC.*,CCR PMS NNC CCB,"pag-aayos ng iyong transportasyon,",pag-aayos ng iyong transportasyon
001297,3,NN.* PM.* PR.*,NNCA PMS PRI_CCP,i-isang negatibong sa,i-isang negatibong sa
001298,3,PM.* PR.* JJ.*,PMS PRI_CCP JJD_CCP,negatibong sa isang,negatibong sa isang
001299,3,PR.* JJ.* CC.*,PRI_CCP JJD_CCP CCT,"sa isang positibong,",sa isang positibong
001300,4,VB.* CC.* NN.* PM.*,VBTR CCB NNCA PMS,Naghahanap upang i-isang negatibong,Naghahanap upang i-isang negatibong
001301,4,CC.* NN.* PM.* PR.*,CCB NNCA PMS PRI_CCP,upang i-isang negatibong sa,upang i-isang negatibong sa
001302,4,NN.* PM.* PR.* JJ.*,NNCA PMS PRI_CCP JJD_CCP,i-isang negatibong sa isang,i-isang negatibong sa isang
001303,4,PM.* PR.* JJ.* CC.*,PMS PRI_CCP JJD_CCP CCT,"negatibong sa isang positibong,",negatibong sa isang positibong
001304,5,VB.* CC.* NN.* PM.* PR.*,VBTR CCB NNCA PMS PRI_CCP,Naghahanap upang i-isang negatibong sa,Naghahanap upang i-isang negatibong sa
001305,5,CC.* NN.* PM.* PR.* JJ.*,CCB NNCA PMS PRI_CCP JJD_CCP,upang i-isang negatibong sa isang,upang i-isang negatibong sa isang
001306,5,NN.* PM.* PR.* JJ.* CC.*,NNCA PMS PRI_CCP JJD_CCP CCT,"i-isang negatibong sa isang positibong,",i-isang negatibong sa isang positibong
001307,6,VB.* CC.* NN.* PM.* PR.* JJ.*,VBTR CCB NNCA PMS PRI_CCP JJD_CCP,Naghahanap upang i-isang negatibong sa isang,Naghahanap upang i-isang negatibong sa isang
001308,6,CC.* NN.* PM.* PR.* JJ.* CC.*,CCB NNCA PMS PRI_CCP JJD_CCP CCT,"upang i-isang negatibong sa isang positibong,",upang i-isang negatibong sa isang positibong
001309,7,VB.* CC.* NN.* PM.* PR.* JJ.* CC.*,VBTR CCB NNCA PMS PRI_CCP JJD_CCP CCT,"Naghahanap upang i-isang negatibong sa isang positibong,",Naghahanap upang i-isang negatibong sa isang positibong
001310,2,VB.* JJ.*_PM.*,VBN_CCP JJD_CCP_PMQ,walang karagdagang!,walang karagdagang!
001311,3,VB.* VB.* JJ.*_PM.*,VBAF VBN_CCP JJD_CCP_PMQ,tumingin walang karagdagang!,tumingin walang karagdagang!
001312,3,PR.* LM JJ.*_PM.*,PRS LM JJCS_PMC,"Ako ay napaka,",Ako ay napaka
001313,3,RB.* CC.* NN.*_PM.*,RBI CCT NNC_PMC,"na sa panahon,",na sa panahon
001314,4,VB.* PR.* PR.* LM,VBS PRS PRO LM,Akala ko ito ay,Akala ko ito ay
001315,4,PR.* PR.* LM VB.*,PRS PRO LM VBW,ko ito ay pagpunta,ko ito ay pagpunta
001316,4,PR.* LM VB.* CC.*,PRO LM VBW CCT,ito ay pagpunta sa,ito ay pagpunta sa
001317,4,CC.* VB.* JJ.* RB.*,CCT VBW JJD RBI,sa maging lipas na,sa maging lipas na
001318,4,VB.* JJ.* RB.* CC.*,VBW JJD RBI CCT,maging lipas na sa,maging lipas na sa
001319,4,JJ.* RB.* CC.* NN.*_PM.*,JJD RBI CCT NNC_PMC,"lipas na sa panahon,",lipas na sa panahon
001320,5,VB.* PR.* PR.* LM VB.*,VBS PRS PRO LM VBW,Akala ko ito ay pagpunta,Akala ko ito ay pagpunta
001321,5,PR.* PR.* LM VB.* CC.*,PRS PRO LM VBW CCT,ko ito ay pagpunta sa,ko ito ay pagpunta sa
001322,5,PR.* LM VB.* CC.* VB.*,PRO LM VBW CCT VBW,ito ay pagpunta sa maging,ito ay pagpunta sa maging
001323,5,LM VB.* CC.* VB.* JJ.*,LM VBW CCT VBW JJD,ay pagpunta sa maging lipas,ay pagpunta sa maging lipas
001324,5,VB.* CC.* VB.* JJ.* RB.*,VBW CCT VBW JJD RBI,pagpunta sa maging lipas na,pagpunta sa maging lipas na
001325,5,CC.* VB.* JJ.* RB.* CC.*,CCT VBW JJD RBI CCT,sa maging lipas na sa,sa maging lipas na sa
001326,5,VB.* JJ.* RB.* CC.* NN.*_PM.*,VBW JJD RBI CCT NNC_PMC,"maging lipas na sa panahon,",maging lipas na sa panahon
001327,6,VB.* PR.* PR.* LM VB.* CC.*,VBS PRS PRO LM VBW CCT,Akala ko ito ay pagpunta sa,Akala ko ito ay pagpunta sa
001328,6,PR.* PR.* LM VB.* CC.* VB.*,PRS PRO LM VBW CCT VBW,ko ito ay pagpunta sa maging,ko ito ay pagpunta sa maging
001329,6,PR.* LM VB.* CC.* VB.* JJ.*,PRO LM VBW CCT VBW JJD,ito ay pagpunta sa maging lipas,ito ay pagpunta sa maging lipas
001330,6,LM VB.* CC.* VB.* JJ.* RB.*,LM VBW CCT VBW JJD RBI,ay pagpunta sa maging lipas na,ay pagpunta sa maging lipas na
001331,6,VB.* CC.* VB.* JJ.* RB.* CC.*,VBW CCT VBW JJD RBI CCT,pagpunta sa maging lipas na sa,pagpunta sa maging lipas na sa
001332,6,CC.* VB.* JJ.* RB.* CC.* NN.*_PM.*,CCT VBW JJD RBI CCT NNC_PMC,"sa maging lipas na sa panahon,",sa maging lipas na sa panahon
001333,7,VB.* PR.* PR.* LM VB.* CC.* VB.*,VBS PRS PRO LM VBW CCT VBW,Akala ko ito ay pagpunta sa maging,Akala ko ito ay pagpunta sa maging
